symbol;name;country;currency
"SZS100";"Shenzhen 100 Index R";"China";"CNY"
"SZSA";"SZSE A SHARE INDEX";"China";"CNY"
"SZSA1";"Shenzhen Component R";"China";"CNY"
"SZSB";"SZSE B SHARE INDEX";"China";"CNY"
"SZSB1";"SZSE COMPONENT B";"China";"CNY"
"SZSC";"Shenzhen Component";"China";"CNY"
"SZSC1";"SZSE COMPOSITE INDEX";"China";"CNY"
"T3L";"INDICE TEF APALANCADO X3";"Spain";"EUR"
"T3S";"INDICE TEF INVERSO X3";"Spain";"EUR"
"T5L";"INDICE TEF APALANCADO X5";"Spain";"EUR"
"TASI";"Tadawul All Shares Index";"Saudi Arabia";"SAR"
"TBNI";"Banks Index";"Saudi Arabia";"SAR"
"TCGI";"Capital Goods Index";"Saudi Arabia";"SAR"
"TCPI";"Commercial & Professional Svc I";"Saudi Arabia";"SAR"
"TCSI";"Consumer Svc Index";"Saudi Arabia";"SAR"
"TDAI";"Consumer Durables & Apparel Ind";"Saudi Arabia";"SAR"
"TDFI";"Diversified Financials Index";"Saudi Arabia";"SAR"
"TFBI";"Food & Beverages Index";"Saudi Arabia";"SAR"
"TFSI";"Food & Staples Retailing Index";"Saudi Arabia";"SAR"
"TISI";"Insurance Index";"Saudi Arabia";"SAR"
"TMDI";"Media & Entertainment Index";"Saudi Arabia";"SAR"
"TMTI";"Materials Index";"Saudi Arabia";"SAR"
"TRLI";"Retailing Index";"Saudi Arabia";"SAR"
"TRMI";"Real Estate Mgmt & Dev't Index";"Saudi Arabia";"SAR"
"TRTI";"REITs Index";"Saudi Arabia";"SAR"
"TS";"Tenaris S.A.";"Mexico";"MXN"
"TSBI";"Tadawul Sukuk & Bonds Index";"Saudi Arabia";"SAR"
"TSSI";"Software & Svc Index";"Saudi Arabia";"SAR"
"TTNI";"Transportation Index";"Saudi Arabia";"SAR"
"TTSI";"Telecommunication Svc Index";"Saudi Arabia";"SAR"
"TUTI";"Utilities Index";"Saudi Arabia";"SAR"
"TWII";"TSEC weighted index";"Taiwan";"TWD"
"TX60";"S&P/TSX 60 Index";"Canada";"CAD"
"TXBE";"S&P/TSX Equal Weight Global Bas";"Canada";"CAD"
"TXCT";"S&P/TSX Clean Technology Index";"Canada";"CAD"
"TXDC";"S&P/TSX Composite Dividend Inde";"Canada";"CAD"
"TXDE";"S&P/TSX Equal Weight Diversifie";"Canada";"CAD"
"TXDV";"S&P/TSX Canadian Dividend Arist";"Canada";"CAD"
"TXEI";"S&P/TSX Equity Income Index";"Canada";"CAD"
"TXEW";"S&P/TSX 60 Equal Weight Index";"Canada";"CAD"
"TXGE";"S&P/TSX Equal Weight Global Gol";"Canada";"CAD"
"TXGM";"S&P/TSX Global Mining Index";"Canada";"CAD"
"TXHB";"S&P/TSX Composite High Beta Ind";"Canada";"CAD"
"TXHE";"S&P/TSX High Income Energy Inde";"Canada";"CAD"
"TXHU";"S&P/TSX High Income Energy Inde";"Canada";"CAD"
"TXIE";"S&P/TSX Equal Weight Industrial";"Canada";"CAD"
"TXLV";"S&P/TSX Composite Low Volatilit";"Canada";"CAD"
"TXOE";"S&P/TSX Equal Weight Oil & Gas ";"Canada";"CAD"
"TXPR";"S&P/TSX Preferred Share Index";"Canada";"CAD"
"TXSI";"S&P/TSX 60 Shariah Index";"Canada";"CAD"
"UG2L";"UG2L INDEX";"France";"EUR"
"UG3L";"UG3L INDEX";"France";"EUR"
"UG5I";"UG5I Index";"France";"EUR"
"UX";"IBEX 35. APALANCADO NETO X10";"Spain";"EUR"
"VAEX";"AEX VOLAT.INDEX";"Netherlands";"EUR"
"VFTSE";"FTSE100 VOLAT.INDX";"Netherlands";"EUR"
"VIV3L";"VIV3L INDEX";"Netherlands";"EUR"
"VIX";"CBOE Volatility Index";"United States of America";"USD"
"VK5L";"VK5L INDEX";"Netherlands";"EUR"
"VOLQ";"Nasdaq-100 Volatility Index VOL";"United States of America";"USD"
"VX3MA";"CBOE VIX3M Indicative Ask";"United States of America";"USD"
"VX3MB";"CBOE VIX3M Indicative Bid";"United States of America";"USD"
"VX3MF";"CBOE Far-Term VIX3M";"United States of America";"USD"
"VX3MN";"CBOE Near-Term VIX3M";"United States of America";"USD"
"VXN";"CBOE NASDAQ 100 Voltility";"United States of America";"USD"
"W5000";"Wilshire 5000 Total Market Inde";"United States of America";"USD"
"WLENG";"EN CDP ENV W EW GR";"Netherlands";"EUR"
"WLENN";"EN CDP ENV W EW NR";"Netherlands";"EUR"
"WLENP";"EN CDP ENV W EW";"Netherlands";"EUR"
"WLENV";"EN CDP E W EW D5%";"Netherlands";"EUR"
"XSP";"S&P 500 MINI SPX OPTIONS INDEX";"United States of America";"USD"
"Z203C";"AEX/CITI P-WT OPEN";"Netherlands";"EUR"
